OBJECTID,Id da Instalação,Nome,Id Agente Principal,Agente Principal,Data Prevista,Data Prevista,Data Entrada,Data Entrada,x,y
280,MGMCL2,SUB MONTES CLAROS 2                                MG       ,CG1,CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ,,,5/14/1973,15/05/1973,-43.82388890499999,-16.669166706999988
281,MGMESQ,SUB MESQUITA                                       MG       ,CG1,CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ,,,6/1/2000,02/06/2000,-42.54472220699995,-19.41888890499996
282,MGMR2 ,SUB MARIMBONDO II                                  MG       ,GTS,Guaraciaba Transmissora de Energia S A                         ,9/29/2016,30/09/2016,8/30/2016,31/08/2016,-49.22472200499999,-20.251667000999987
283,MGMTUM,SUB MUTUM                                          MG       ,CAF,TCC – TRANSMISSORA CAMINHO DO CAFÉ S.A.                        ,2/27/2021,28/02/2021,3/18/2021,19/03/2021,-41.45694400399998,-19.88027800699996
284,MGNERA,SUB NOVA ERA 2                                     MG       ,CG1,CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ,,,5/31/2000,01/06/2000,-43.05805560199997,-19.702500000999976
285,MGNEVE,SUB NEVES 1                                        MG       ,CG1,CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ,,,4/2/1979,03/04/1979,-44.10304669999999,-19.824166700999967
286,MGOPR2,SUB OURO PRETO 2                                   MG       ,CG1,CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ,,,11/26/1988,27/11/1988,-43.75888889999999,-20.298333302999993
287,MGPAT4,SUB PARACATU 4                                     MG       ,SMT,Serra da Mesa Transmissora de Energia S/A.                     ,2/28/2008,29/02/2008,2/17/2008,18/02/2008,-47.139167002999955,-17.04527800599999
288,MGPDF ,SUB PADRE FIALHO                                   MG       ,TMC,LINHAS DE TRANSMISSAO DE MONTES CLAROS LTDA                    ,4/3/2013,04/04/2013,4/15/2013,16/04/2013,-42.356111005,-20.35472200099997
289,MGPIME,SUB PIMENTA                                        MG       ,CG1,CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ,,,6/1/2000,02/06/2000,-45.79416670699999,-20.46777780399998
290,MGPIRD,SUB PIRAPORA 2                                     MG       ,SPT,Serra Paracatu Transmissora de Energia S/A.                    ,4/19/2009,20/04/2009,4/4/2009,05/04/2009,-44.86522900299997,-17.339707003
291,MGPJU ,SUB PRESIDENTE JUSCELINO                           MG       ,MTQ,MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.                       ,2/28/2021,01/03/2021,11/24/2021,25/11/2021,-44.092186003999984,-18.671386004
292,MGPPA2,SUB PADRE PARAISO 2                                MG       ,TPP,TPE - TRANSMISSORA PARAISO DE ENERGIA S.A.                     ,8/30/2021,31/08/2021,3/18/2021,19/03/2021,-41.44833300299996,-17.098333002000004
293,MGSAB3,SUB SABARA 3                                       MG       ,CG1,CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ,1/6/2007,07/01/2007,3/12/2007,13/03/2007,-43.73527800299996,-19.866389006999952
294,MGSDU ,SUB SANTOS DUMONT 2                                MG       ,ESD,ESDE - EMPRESA SANTOS DUMONT DE ENERGIA S.A.                   ,2/27/2013,28/02/2013,2/4/2013,05/02/2013,-43.548367000999974,-21.44271400599996
295,MGSGOT,SUB SAO GOTARDO 2                                  MG       ,CG1,CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ,,,6/1/2000,02/06/2000,-46.013956002999976,-19.33673900399998
296,MGSGPA,SUB SAO GONCALO DO PARA                            MG       ,CG1,CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ,,,4/6/1998,07/04/1998,-44.850000000999955,-20.074444405999998
297,MGSLA4,SUB SETE LAGOAS 4                                  MG       ,SLT,SETE LAGOAS TRANSMISSORA DE ENERGIA LTDA                       ,5/28/2014,29/05/2014,6/1/2014,02/06/2014,-44.32405000199998,-19.517548003
298,MGSSSE,SUB SAO SIMAO-SE                                   MG       ,CG1,CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ,,,6/1/2000,02/06/2000,-50.48850000599998,-19.020800002999977
299,MGSTBB,SUB BARRO BRANCO                                   MG       ,EBR,CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ,10/29/2013,30/10/2013,10/13/2013,14/10/2013,-43.320962003999966,-20.42903000199999
300,MGSTES,SUB ESTREITO                                       MG       ,LTT,LT TRIÂNGULO S.A.                                              ,12/19/2008,20/12/2008,12/20/2008,21/12/2008,-47.176169001000005,-20.259606003999977
301,MGSTIT,SUB ITUTINGA                                       MG       ,EBR,CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ,,,6/1/2000,02/06/2000,-44.62842200699998,-21.297053001999984
302,MGSTPC,SUB POCOS DE CALDAS                                MG       ,EBR,CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ,,,5/31/2000,01/06/2000,-46.61240900299998,-21.797915004999993
303,MGTAQU,SUB TAQUARIL                                       MG       ,CG1,CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ,,,1/13/1976,14/01/1976,-43.852500007,-19.931388907999974
304,MGTIM2,SUB TIMOTEO 2                                      MG       ,TTM,EMPRESA DE TRANSMISSAO TIMOTEO-MESQUITA S.A.                   ,2/17/2021,18/02/2021,12/6/2022,07/12/2022,-42.60458500699997,-19.53498900699998
305,MGTIMO,SUB TIMOTEO 1                                      MG       ,CG1,CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ,,,6/1/2000,02/06/2000,-42.63583330099999,-19.53805560699999
306,MGUB10,SUB UBERLANDIA 10                                  MG       ,IMG,INTERLIGAÇÃO ELÉTRICA DE MINAS GERAIS S.A                      ,3/30/2023,31/03/2023,6/15/2024,16/06/2024,-48.10888900599997,-18.915000007000003
307,MGUFPI,SUB SE COLETORA PIRAPORA 1                         MG       ,P10,Pirapora X Energias Renováveis                                 ,12/30/1990,31/12/1990,9/25/2017,26/09/2017,-44.922500007,-17.40560000399995
308,MGUFPU,SUB COLETORA PARACATU                              MG       ,PA4,SOLAIRE PARACATU IV ENERGIA SOLAR SPE S.A                      ,11/29/2018,30/11/2018,1/8/2019,09/01/2019,-47.09400000399995,-17.226000003999957
309,MGVARG,SUB NOVA LIMA 6                                    MG       ,CG1,CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ,12/30/2015,31/12/2015,5/4/2016,05/05/2016,-43.863267003999965,-20.19129700299999
310,MGVGAQ,SUB VARGINHA 4                                     MG       ,MTQ,MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.                       ,3/3/2021,04/03/2021,11/26/2023,27/11/2023,-45.41261400299999,-21.521611006
311,MGVPAL,SUB VARZEA DA PALMA 1                              MG       ,CG1,CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ,,,2/2/1965,03/02/1965,-44.735555603999956,-17.591111101999957
312,MGVPND,SUB VESPASIANO 2                                   MG       ,CG1,CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ,3/29/2003,30/03/2003,3/30/2003,31/03/2003,-43.906944401999965,-19.738611102999982
313,MGVSB ,SUB JECEABA                                        MG       ,CG1,CEMIG GERAÇÃO E TRANSMISSÃO S.A.                               ,3/30/2010,31/03/2010,8/2/2010,03/08/2010,-43.984861000999956,-20.576500006999993
314,MSACL ,SUB AGUA CLARA                                     MS       ,ERS,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.    ,,,6/1/2000,02/06/2000,-52.875833005000004,-20.445555001999992
315,MSANA ,SUB ANASTACIO                                      MS       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,,,6/1/2000,02/06/2000,-55.841944404,-20.567222200999993
316,MSAQU ,SUB AQUIDAUANA                                     MS       ,ERS,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.    ,,,6/1/2000,02/06/2000,-55.80805560199997,-20.49833330599995
317,MSCAO ,SUB CHAPADAO                                       MS       ,IT1,LINHAS DE TRANSMISSÃO ITATIM LDTA                              ,10/29/2011,30/10/2011,10/11/2011,12/10/2011,-52.388522007000006,-18.911998003999997
318,MSCGA ,SUB CAMPO GRANDE ALMOXARIFADO                      MS       ,ERS,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.    ,,,6/1/2000,02/06/2000,-54.65611110599997,-20.48194440499998
319,MSCGI ,SUB C.G.IMBIRUSSU                                  MS       ,ERS,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.    ,,,6/1/2000,02/06/2000,-54.748888901999976,-20.54916670199998
320,MSCGL ,SUB CAMPO GRANDE LAGEADO                           MS       ,ERS,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.    ,,,12/30/1990,31/12/1990,-54.661944403999996,-20.536944404999986
321,MSCGM ,SUB CAMPO GRANDE MIGUEL COUTO                      MS       ,ERS,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.    ,,,6/1/2000,02/06/2000,-54.58777780099996,-20.471111104999977
322,MSCGR ,SUB CAMPO GRANDE                                   MS       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,,,6/1/2000,02/06/2000,-54.52750000399999,-20.469444401999965
323,MSCGR2,SUB CAMPO GRANDE II                                MS       ,PAN,PANTANAL TRANSMISSAO S.A.                                      ,4/29/2016,30/04/2016,6/5/2016,06/06/2016,-54.489982999999995,-20.44090799999998
324,MSCGS ,SUB CAMPO GRANDE ASSIS SCAFFA                      MS       ,ERS,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.    ,,,6/1/2000,02/06/2000,-54.581111102999955,-20.51944440699998
325,MSCOB ,SUB CORUMBA 2                                      MS       ,LTC,LINHA DE TRANSMISSÃO CORUMBÁ S.A.                              ,10/14/2013,15/10/2013,9/28/2013,29/09/2013,-57.62330300399998,-19.015175
326,MSDOD ,SUB DOURADOS DAS NACOES                            MS       ,ERS,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.    ,,,6/1/2000,02/06/2000,-54.748611100000005,-22.22944440799995
327,MSDOS ,SUB DOURADOS SANTA CRUZ                            MS       ,ERS,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.    ,,,6/1/2000,02/06/2000,-54.99805500399998,-22.271111101999963
328,MSDOU ,SUB DOURADOS                                       MS       ,GTE,COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL D,,,6/1/2000,02/06/2000,-54.990383603,-22.27149450099995
329,MSDOU2,SUB DOURADOS 2                                     MS       ,EK2,NEOENERGIA DOURADOS TRANSMISSÃO DE ENERGIA S.A.                ,12/30/2019,31/12/2019,8/2/2021,03/08/2021,-54.696455999999955,-22.216811001999986
330,MSIG2 ,SUB IGUATEMI 2                                     MS       ,MZ9,MEZ 9 ENERGIA S.A.                                             ,3/14/2026,15/03/2026,,,-54.47611110699995,-23.65277780699995
331,MSIMB ,SUB IMBIRUSSU                                      MS       ,PPR,Porto Primavera Transmissora de Energia S/A.                   ,10/6/2006,07/10/2006,10/16/2006,17/10/2006,-54.748889007,-20.549444005999987
332,MSINO ,SUB SUB INOCENCIA                                  MS       ,IT1,LINHAS DE TRANSMISSÃO ITATIM LDTA                              ,5/30/2011,31/05/2011,5/14/2011,15/05/2011,-51.33111100599996,-19.655278004999957
333,MSISO2,SUB ILHA SOLTEIRA 2                                MS       ,IT1,LINHAS DE TRANSMISSÃO ITATIM LDTA                              ,5/30/2011,31/05/2011,5/14/2011,15/05/2011,-51.38861100399998,-20.383333005999987
334,MSIVI ,SUB IVINHEMA                                       MS       ,ERS,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.    ,,,6/1/2000,02/06/2000,-53.84472220399999,-22.31055560799996
335,MSIVI2,SUB IVINHEMA 2                                     MS       ,BR2,BRILHANTE TRANSMISSORA DE ENERGIA S.A.                         ,11/14/2010,15/11/2010,1/27/2011,28/01/2011,-53.580278002,-22.378056004999962
336,MSMAR ,SUB MARACAJU                                       MS       ,ERS,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.    ,,,6/1/2000,02/06/2000,-55.100000000999955,-21.64638890399999
337,MSNAN ,SUB NOVA ANDRADINA                                 MS       ,ERS,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.    ,,,12/30/1990,31/12/1990,-53.347777805999954,-22.25305560299995
338,MSPAS2,SUB PARAISO 2                                      MS       ,T11,NEOENERGIA TRANSMISSORA 11 SPE S.A.                            ,4/29/2024,30/04/2024,6/27/2024,28/06/2024,-52.86501700399998,-19.263481006999996
339,MSRBE ,SUB RIO BRILHANTE                                  MS       ,BR2,BRILHANTE TRANSMISSORA DE ENERGIA S.A.                         ,11/6/2010,07/11/2010,11/15/2010,16/11/2010,-53.75861100099996,-21.498056002999988
340,MSSIA ,SUB SIDROLANDIA                                    MS       ,ERS,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.    ,,,6/1/2000,02/06/2000,-54.955277800999966,-20.934444405999955
341,MSSIA2,SUB SIDROLANDIA 2                                  MS       ,BR2,BRILHANTE TRANSMISSORA DE ENERGIA S.A.                         ,11/6/2010,07/11/2010,11/11/2010,12/11/2010,-54.95472200199998,-20.934167005999996
342,MTBP  ,SUB BARRA DO PEIXE                                 MT       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,6/1/2000,02/06/2000,-52.616944402,-16.495833300999948
343,MTCAN ,SUB CANARANA                                       MT       ,CNN,Canarana Transmissora de Energia SA                            ,11/19/2019,20/11/2019,6/2/2018,03/06/2018,-52.26300000399999,-13.54710000099999
344,MTCB  ,SUB CUIABA                                         MT       ,AMZ,AETE - AMAZÔNIA EMPRESA TRANSMISSORA DE ENERGIA S.A.           ,8/15/2005,16/08/2005,8/18/2005,19/08/2005,-55.857497007000006,-15.685858003999954
345,MTCLD ,SUB CLAUDIA                                        MT       ,TPN,MATRINCHA TRANSMISSORA DE ENERGIA S A                          ,11/29/2015,30/11/2015,10/7/2015,08/10/2015,-55.334964006999996,-11.28863600699998
346,MTCX  ,SUB COXIPO                                         MT       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,6/1/2000,02/06/2000,-55.99722219999995,-15.627500005999991
347,MTJBA ,SUB JUBA                                           MT       ,JUR,BRASNORTE TRANSMISSORA DE ENERGIA S.A.                         ,10/30/2009,31/10/2009,9/23/2009,24/09/2009,-57.87933300399999,-14.787222005999979
348,MTJC  ,SUB JACIARA                                        MT       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,12/30/1990,31/12/1990,-54.95977110399997,-15.975790999999958
349,MTJU  ,SUB JAURU                                          MT       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,10/30/2002,31/10/2002,6/1/2003,02/06/2003,-58.83111100599996,-15.38166700399995
350,MTJUI ,SUB JUINA                                          MT       ,EBT,EBTE - EMPRESA BRASILEIRA DE TRANSMISSÃO DE ENERGIA S.A.       ,6/29/2011,30/06/2011,6/12/2011,13/06/2011,-58.742983005999974,-11.294406004999985
351,MTLRV ,SUB LUCAS DO RIO VERDE CEMAT                       MT       ,CMT,ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ,,,6/1/2000,02/06/2000,-55.93805560499999,-13.03555550499999
352,MTMGG ,SUB BRASNORTE                                      MT       ,JUR,BRASNORTE TRANSMISSORA DE ENERGIA S.A.                         ,11/29/2009,30/11/2009,11/17/2009,18/11/2009,-58.073056004999955,-12.828611002000002
353,MTNB  ,SUB NOBRES                                         MT       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,4/28/2001,29/04/2001,-56.296943999999996,-14.72416700499997
354,MTNM  ,SUB NOVA MUTUM                                     MT       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,6/1/2000,02/06/2000,-56.08055560299999,-13.824722200999986
355,MTPIS ,SUB PARECIS                                        MT       ,EBT,EBTE - EMPRESA BRASILEIRA DE TRANSMISSÃO DE ENERGIA S.A.       ,4/29/2011,30/04/2011,4/7/2011,08/04/2011,-58.97427900099996,-13.073291003999998
356,MTPRG ,SUB PARANATINGA                                    MT       ,TPN,MATRINCHA TRANSMISSORA DE ENERGIA S A                          ,5/14/2016,15/05/2016,7/28/2016,29/07/2016,-54.427122003999955,-14.159794003000002
357,MTPRT ,SUB PARANAITA                                      MT       ,TPN,MATRINCHA TRANSMISSORA DE ENERGIA S A                          ,11/29/2015,30/11/2015,10/7/2015,08/10/2015,-56.83886700099998,-9.347166999999956
358,MTRB  ,SUB RIBEIRAOZINHO                                  MT       ,ITB,Itumbiara Transmissora de Energia S/A.                         ,11/29/2006,30/11/2006,11/29/2006,30/11/2006,-52.638336003000006,-16.474194005999948
359,MTRP  ,SUB RONDONOPOLIS                                   MT       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,6/1/2000,02/06/2000,-54.59833330699996,-16.475000002
360,MTSLRV,SUB LUCAS DO RIO VERDE                             MT       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,9/30/2012,01/10/2012,11/1/2012,02/11/2012,-55.92994600499998,-13.01056700199996
361,MTSP  ,SUB SINOP                                          MT       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,6/1/2000,02/06/2000,-55.51944440599999,-11.863333299999965
362,MTSS  ,SUB SORRISO                                        MT       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,6/1/2000,02/06/2000,-55.72333330699996,-12.543333306999955
363,MTST  ,SUB SAO TADEU                                      MT       ,CMT,ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A              ,10/3/2009,04/10/2009,10/17/2009,18/10/2009,-55.52958900499999,-15.739450000999966
364,MTVG-1,SUB VARZEA GRANDE 2                                MT       ,TVG,EMPRESA DE TRANSMISSÃO DE VÁRZEA GRANDE S.A. - ETVG            ,12/22/2012,23/12/2012,12/8/2012,09/12/2012,-56.18459500399996,-15.729884006999953
365,PAAT  ,SUB ALTAMIRA                                       PA       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,6/1/2000,02/06/2000,-52.179469004,-3.1358780039999488
366,PACHM ,SUB CACHIMBO                                       PA       ,TNG,TANGARÁ TRANSMISSÃO DE ENERGIA S.A.                            ,3/19/2025,20/03/2025,,,-54.87800000599998,-9.036000005999995
367,PACJ  ,SUB CARAJAS-ELETRONORTE                            PA       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,6/29/2007,30/06/2007,4/19/2006,20/04/2006,-49.88828330499996,-5.980513900999995
368,PACTH ,SUB CASTANHAL                                      PA       ,CEF,CASTANHAL TRANSMISSORA DE ENERGIA LTDA                         ,6/29/2012,30/06/2012,6/23/2012,24/06/2012,-47.796639002999996,-1.2918330059999903
369,PAGM  ,SUB GUAMA                                          PA       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,6/1/2000,02/06/2000,-48.44472200399997,-1.45936100199998
370,PAIG  ,SUB INTEGRADORA                                    PA       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,4/5/2008,06/04/2008,-50.02113900299997,-6.4381470009999475
371,PAIT  ,SUB ITACAIUNAS                                     PA       ,AT3,ATE III TRANSMISSORA DE ENERGIA S.A.                           ,4/26/2008,27/04/2008,4/5/2008,06/04/2008,-49.07050000099997,-5.530799999999999
372,PAJRP ,SUB JURUPARI                                       PA       ,XNG,LINHAS DE XINGU TRANSMISSORA DE ENERGIA SA                     ,6/9/2013,10/06/2013,6/11/2013,12/06/2013,-52.77145600299997,-1.5449210029999563
373,PAJUR ,SUB JURUTI                                         PA       ,TIN,PARINTINS AMAZONAS TRANSMISSORA DE ENERGIA S.A.                ,12/29/2023,30/12/2023,5/12/2023,13/05/2023,-56.07133600099996,-2.2388170059999766
374,PAMAR ,SUB MARITUBA                                       PA       ,EQ7,Equatorial Transmissora 7 SPE SA                               ,2/8/2022,09/02/2022,8/15/2020,16/08/2020,-48.32959700399999,-1.4034750019999933
375,PAMB  ,SUB MARABA                                         PA       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,6/1/2000,02/06/2000,-49.02800000499997,-5.198000006999962
376,PAMD  ,SUB MIRAMAR                                        PA       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,1/30/2016,31/01/2016,-48.48825599999998,-1.4122720059999665
377,PANPS ,SUB NOVO PROGRESSO                                 PA       ,TNG,TANGARÁ TRANSMISSÃO DE ENERGIA S.A.                            ,3/19/2025,20/03/2025,,,-55.389000006,-7.029000006999979
378,PAON  ,SUB ONCA PUMA                                      PA       ,OLD,OURILANDIA DO NORTE TRANSMISSORA DE ENERGIA S.A.               ,6/26/2019,27/06/2019,5/7/2018,08/05/2018,-51.09139200299995,-6.578058005000003
379,PAORX ,SUB ORIXIMINA                                      PA       ,MCP,LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA SA                    ,6/9/2013,10/06/2013,6/11/2013,12/06/2013,-55.734760000999984,-1.583562001999951
380,PAPAB ,SUB PARAUAPEBAS                                    PA       ,A21,ATE XXI TRANSMISSORA DE ENERGIA SA                             ,12/29/2019,30/12/2019,,,-49.68402400599996,-6.11150810099997
381,PAPM  ,SUB PIMENTAL                                       PA       ,NOT,NORTE ENERGIA S/A                                              ,1/29/2016,30/01/2016,4/2/2016,03/04/2016,-51.947911001999955,-3.441210999999953
382,PARU  ,SUB RUROPOLIS                                      PA       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,6/1/2000,02/06/2000,-54.89688900099998,-4.073333002999959
383,PASN  ,SUB SERRA NORTE                                    PA       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,6/29/2012,30/06/2012,4/2/2012,03/04/2012,-50.14222799999999,-6.025989003999996
384,PASNA ,SUB SE SANTANA DO ARAGUAIA                         PA       ,EPI,ENERGISA PARÁ TRANSMISSORA DE ENERGIA I S.A.                   ,2/10/2022,11/02/2022,11/12/2020,13/11/2020,-50.37516900199995,-9.327575005999961
385,PASPL ,SUB SERRA PELADA                                   PA       ,293,NOVO ESTADO TRANSMISSORA DE ENERGIA S.A.                       ,3/20/2023,21/03/2023,12/18/2021,19/12/2021,-49.69326110199995,-6.059180602999959
386,PASR  ,SUB SANTA MARIA                                    PA       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,6/1/2000,02/06/2000,-47.56933300199995,-1.3415000069999792
387,PATA2 ,SUB TAPAJOS                                        PA       ,EQ8,Equatorial Transmissora 8 SPE SA                               ,2/27/2020,28/02/2020,1/11/2020,12/01/2020,-54.69914400599998,-2.609071999999969
388,PATC  ,SUB TUCURUI                                        PA       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,6/1/2000,02/06/2000,-49.656802005999964,-3.824105999999972
389,PATE  ,SUB TOME-ACU                                       PA       ,TTP,ETEPA - EMPRESA TRANSMISSORA DE ENERGIA DO PARA S.A.           ,8/10/2021,11/08/2021,4/3/2023,04/04/2023,-48.143297002,-2.416319004999991
390,PATM  ,SUB TRANSAMAZONICA                                 PA       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,6/1/2000,02/06/2000,-53.71427800499998,-3.7062225039999817
391,PAUG  ,SUB UTINGA                                         PA       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,6/1/2000,02/06/2000,-48.380389004999984,-1.3362500069999896
392,PAVC  ,SUB VILA DO CONDE                                  PA       ,ENT,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE        ,,,6/1/2000,02/06/2000,-48.72855700599996,-1.5724439029999644
393,PAXG  ,SUB XINGUARA 2                                     PA       ,ATL,ATLANTICO CONCESSIONARIA DE TRANSMISSAO DE ENERGIA DO BRASIL S ,9/29/2013,30/09/2013,9/6/2013,07/09/2013,-49.928269005999994,-7.083757005999985
394,PAXIN ,SUB XINGU                                          PA       ,XNG,LINHAS DE XINGU TRANSMISSORA DE ENERGIA SA                     ,6/9/2013,10/06/2013,6/11/2013,12/06/2013,-51.693167001000006,-3.107952005999948
395,PBCGD ,SUB CAMPINA GRANDE II                              PB       ,CHF,CHESF - Companhia Hidro Elétrica do São Francisco              ,,,2/5/2000,06/02/2000,-35.90805560399997,-7.266638904999979
396,PBCGT ,SUB CAMPINA GRANDE III                             PB       ,CHF,CHESF - Companhia Hidro Elétrica do São Francisco              ,3/28/2015,29/03/2015,3/27/2015,28/03/2015,-35.977722003999986,-7.255319006999969
397,PBCMA ,SUB COREMAS                                        PB       ,CHF,CHESF - Companhia Hidro Elétrica do São Francisco              ,,,6/1/2000,02/06/2000,-37.958611100999974,-7.018027804999974
398,PBCTM ,SUB COTEMINAS                                      PB       ,CHF,CHESF - Companhia Hidro Elétrica do São Francisco              ,11/29/2009,30/11/2009,12/17/2009,18/12/2009,-35.89502800299999,-7.27633300399998
399,PBEPA ,SUB EPASA                                          PB       ,EPB,CENTRAIS ELÉTRICAS DA PARAÍBA S.A                              ,1/30/2011,31/01/2011,12/21/2010,22/12/2010,-34.92750000199999,-7.208611003999977
400,PBJPII,SUB JOAO PESSOA II                                 PB       ,BTE,BORBOREMA TRANSMISSÃO DE ENERGIA S.A.                          ,5/6/2022,07/05/2022,6/17/2022,18/06/2022,-34.92690280099998,-7.216138906999959
401,PBMRD ,SUB MUSSURE II                                     PB       ,CHF,CHESF - Companhia Hidro Elétrica do São Francisco              ,,,6/1/2000,02/06/2000,-34.893611102999955,-7.1796944069999995
402,PBNFL ,SUB NORFIL                                         PB       ,TAE,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A                   ,2/27/2014,28/02/2014,5/6/2014,07/05/2014,-34.901111007,-7.195278003999988
403,PBPLD ,SUB PILOES II                                      PB       ,CHF,CHESF - Companhia Hidro Elétrica do São Francisco              ,1/13/2012,14/01/2012,11/13/2012,14/11/2012,-35.60699990399996,-6.869667105999952
404,PBRAL ,SUB RIO ALTO                                       PB       ,CR1,COREMAS I GERAÇÃO DE ENERGIA SPE SA                            ,5/30/2018,31/05/2018,10/15/2018,16/10/2018,-37.98920000299995,-6.966099999999983
405,PBSRD ,SUB SANTA RITA II                                  PB       ,CHF,CHESF - Companhia Hidro Elétrica do São Francisco              ,6/29/2012,30/06/2012,7/7/2012,08/07/2012,-34.97983540599995,-7.099025100999995
406,PEADE ,SUB ALDEIA                                         PE       ,TM1,CENTRAIS ELÉTRICAS DE PERNAMBUCO S.A.                          ,6/29/2009,30/06/2009,6/6/2009,07/06/2009,-35.01797570299999,-7.860135302000003
407,PEAGD ,SUB ANGELIM II                                     PE       ,CHF,CHESF - Companhia Hidro Elétrica do São Francisco              ,,,6/1/2000,02/06/2000,-36.26916670099996,-8.838994003999971
